latorigem,lonorigem,ticketdate,tickettime,usercard,busid,cardtype,sense,valor,route,val,projectid,feed_id,typecard,latdestino,londestino,feed_idstop_id,company,periodrange,tickettimerange,trafficzoneidorign,trafficzoneiddestination,totalcapacity,ticketmonth,ticketdateusercardtickettime,grididorign,grididdestination,validationorder,travelleddistance,ticketdatetime,startoperation,endoperation,stop_idorigem,stop_iddestino,tickettimehour,motive,status
-19.460749,-44.241238,2023-07-26,17:29:56,1582030417,11141,URBANO - VALE TRANSPORTE, ,4.25,001,,688,794441S47082P17:00:00,Vale Transporte,-19.429365,-44.24453,794441S47082P17:00:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:00:00,3.0,3,0.0,7,2023-07-26158203041717:29:56,200ME60172N91464,200ME60172N91464,2,,2023-07-26 17:29:56,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,17,casa,
-19.468439,-44.239895,2023-07-26,05:28:02,1582059057,20017,URBANO - VALE TRANSPORTE, ,4.25,004,,688,800227S47082P05:20:00,Vale Transporte,-19.467146,-44.205963,800227S47082P05:20:006116343,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,05:00:00,10.0,46,0.0,7,2023-07-26158205905705:28:02,200ME60174N91454,200ME60208N91454,1,,2023-07-26 05:28:02,2023-07-26 04:30:00,2023-07-27 04:29:59,6116343.0,6350473.0,05,trabalho,
-19.467146,-44.205963,2023-07-26,21:07:32,1582059057,20017,URBANO - VALE TRANSPORTE, ,4.25,004,,688,920875S47082P20:55:00,Vale Transporte,-19.468439,-44.239895,920875S47082P20:55:006350473,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,21:00:00,46.0,46,0.0,7,2023-07-26158205905721:07:32,200ME60208N91454,200ME60208N91454,2,,2023-07-26 21:07:32,2023-07-26 04:30:00,2023-07-27 04:29:59,6350473.0,6350473.0,21,casa,
-19.468798,-44.224339,2023-07-26,05:42:10,1582114177,1905,URBANO - EMPRESARIAL, ,0.0,004,,688,800227S47082P05:20:00,Gratuito Outros,-19.457197,-44.209915,800227S47082P05:20:006116449,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,05:30:00,13.0,47,0.0,7,2023-07-26158211417705:42:10,200ME60190N91454,200ME60206N91466,1,,2023-07-26 05:42:10,2023-07-26 04:30:00,2023-07-27 04:29:59,6116449.0,7398536.0,05,trabalho,
-19.468542,-44.236073,2023-07-26,18:20:58,1583870161,14230,URBANO - VALE TRANSPORTE, ,4.25,004,,688,800230S47082P18:00:00,Vale Transporte,-19.453268,-44.209549,800230S47082P18:00:006116358,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:00:00,11.0,11,0.0,7,2023-07-26158387016118:20:58,200ME60178N91454,200ME60178N91454,2,,2023-07-26 18:20:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6116358.0,6116358.0,18,casa,
-19.460371,-44.241432,2023-07-26,16:10:06,1584046353,14108,URBANO - VALE TRANSPORTE, ,4.25,005,,688,775955S47082P15:35:00,Vale Transporte,-19.438372,-44.235077,775955S47082P15:35:006116063,,Pico Tarde,16:00:00,3.0,3,,7,2023-07-26158404635316:10:06,200ME60172N91464,200ME60172N91464,2,,2023-07-26 16:10:06,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,16,casa,
-19.434465,-44.197464,2023-07-26,07:58:56,1584124753,14180,URBANO - VALE TRANSPORTE, ,4.25,034,,688,775916S47082P07:35:00,Vale Transporte,-19.460123,-44.241543,775916S47082P07:35:006397234,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,07:30:00,76.0,3,0.0,7,2023-07-26158412475307:58:56,200ME60220N91492,200ME60172N91464,1,,2023-07-26 07:58:56,2023-07-26 04:30:00,2023-07-27 04:29:59,6397234.0,,07,trabalho,
-19.469402,-44.200554,2023-07-26,06:58:00,1584297121,16208,URBANO - VALE TRANSPORTE, ,4.25,004,,688,775890S47082P06:50:00,Vale Transporte,-19.459723,-44.24128,775890S47082P06:50:006350469,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:30:00,68.0,3,0.0,7,2023-07-26158429712106:58:00,200ME60214N91452,200ME60172N91464,1,,2023-07-26 06:58:00,2023-07-26 04:30:00,2023-07-27 04:29:59,6350469.0,,06,trabalho,
-19.467646,-44.239735,2023-07-26,17:18:24,1584378593,11144,URBANO - VALE TRANSPORTE, ,4.25,004,,688,800228S47082P16:50:00,Vale Transporte,-19.467525,-44.215134,800228S47082P16:50:006116343,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:00:00,10.0,10,0.0,7,2023-07-26158437859317:18:24,200ME60174N91456,200ME60174N91456,2,,2023-07-26 17:18:24,2023-07-26 04:30:00,2023-07-27 04:29:59,6116343.0,6116343.0,17,casa,
-19.471914,-44.196037,2023-07-26,14:21:56,1584406849,20017,URBANO - VALE TRANSPORTE, ,4.25,004,,688,800229S47082P14:15:00,Vale Transporte,-19.466955,-44.242741,800229S47082P14:15:006350465,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,14:00:00,68.0,10,0.0,7,2023-07-26158440684914:21:56,200ME60220N91450,200ME60170N91456,2,,2023-07-26 14:21:56,2023-07-26 04:30:00,2023-07-27 04:29:59,6350465.0,6116452.0,14,outros motivos,
-19.467995,-44.247906,2023-07-26,17:47:52,1586502521,1905,URBANO - VALE TRANSPORTE, ,4.25,004,,688,800230S47082P17:40:00,Vale Transporte,-19.419918,-44.249802,800230S47082P17:40:006116535,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:30:00,8.0,8,0.0,7,2023-07-26158650252117:47:52,200ME60166N91456,200ME60166N91456,2,,2023-07-26 17:47:52,2023-07-26 04:30:00,2023-07-27 04:29:59,6116535.0,6116535.0,17,casa,
-19.460011,-44.241177,2023-07-26,12:57:12,1586622137,16211,URBANO - VALE TRANSPORTE, ,2.12,001,,688,775952S47082P12:35:00,Vale Transporte,-19.426554,-44.221355,775952S47082P12:35:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,12:30:00,3.0,3,0.0,7,2023-07-26158662213712:57:12,200ME60172N91464,200ME60172N91464,2,,2023-07-26 12:57:12,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,12,casa,
-19.470911,-44.241032,2023-07-26,15:07:20,1586734953,12170,URBANO - VALE TRANSPORTE, ,4.25,003,,688,775837S47082P14:55:00,Vale Transporte,-19.461151,-44.241108,775837S47082P14:55:006226330,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,15:00:00,10.0,10,0.0,7,2023-07-26158673495315:07:20,200ME60172N91452,200ME60172N91452,2,,2023-07-26 15:07:20,2023-07-26 04:30:00,2023-07-27 04:29:59,6226330.0,6226330.0,15,casa,
-19.433062,-44.205597,2023-07-26,06:11:36,1588336073,14199,URBANO - VALE TRANSPORTE, ,4.25,015,,688,803430S47082P06:00:00,Vale Transporte,-19.464615,-44.247944,803430S47082P06:00:006397232,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,76.0,1,0.0,7,2023-07-26158833607306:11:36,200ME60210N91492,200ME60166N91460,1,,2023-07-26 06:11:36,2023-07-26 04:30:00,2023-07-27 04:29:59,6397232.0,6116517.0,06,trabalho,
-19.464615,-44.247944,2023-07-26,18:04:26,1588336073,14221,URBANO - VALE TRANSPORTE, ,4.25,015,,688,803430S47082P17:31:00,Vale Transporte,-19.433062,-44.205597,803430S47082P17:31:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:00:00,1.0,1,0.0,7,2023-07-26158833607318:04:26,200ME60166N91460,200ME60166N91460,2,,2023-07-26 18:04:26,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,18,casa,
-19.460712,-44.241219,2023-07-26,19:22:22,1588601177,12171,URBANO - VALE TRANSPORTE, ,4.25,001,,688,794458S47082P19:00:00,Vale Transporte,-19.410347,-44.242496,794458S47082P19:00:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,19:00:00,3.0,3,0.0,7,2023-07-26158860117719:22:22,200ME60172N91464,200ME60172N91464,2,,2023-07-26 19:22:22,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,19,casa,
-19.464622,-44.247952,2023-07-26,13:47:58,1588847353,12013,URBANO - VALE TRANSPORTE, ,4.25,015,,688,803430S47082P13:20:00,Vale Transporte,-19.448605,-44.229164,803430S47082P13:20:006116517,,Entre Pico,13:30:00,1.0,29,,7,2023-07-26158884735313:47:58,200ME60166N91460,200ME60186N91476,1,,2023-07-26 13:47:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116086.0,13,outros motivos,
-19.471912,-44.25935,2023-07-26,18:20:08,1589108681,14190,URBANO - VALE TRANSPORTE, ,4.25,006,,688,801288S47082P18:00:00,Vale Transporte,-19.426403,-44.220814,801288S47082P18:00:006352732,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:00:00,20.0,20,0.0,7,2023-07-26158910868118:20:08,200ME60154N91452,200ME60154N91452,2,,2023-07-26 18:20:08,2023-07-26 04:30:00,2023-07-27 04:29:59,6352732.0,6352732.0,18,casa,
-19.422173,-44.253136,2023-07-26,07:33:58,1589709961,14196,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804621S47082P07:30:00,Vale Transporte,-19.450823,-44.245872,804621S47082P07:30:006415517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,07:30:00,82.0,17,0.0,7,2023-07-26158970996107:33:58,200ME60162N91506,200ME60168N91474,1,,2023-07-26 07:33:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6415517.0,6226334.0,07,trabalho,
-19.470631,-44.197495,2023-07-26,06:35:56,1590307273,1902,URBANO - VALE TRANSPORTE, ,4.25,004,,688,920878S47082P06:30:00,Vale Transporte,-19.464376,-44.247551,920878S47082P06:30:006350467,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:30:00,68.0,1,0.0,7,2023-07-26159030727306:35:56,200ME60218N91450,200ME60166N91460,1,,2023-07-26 06:35:56,2023-07-26 04:30:00,2023-07-27 04:29:59,6350467.0,6116254.0,06,trabalho,
-19.464615,-44.248322,2023-07-26,18:06:34,1601540,16207,URBANO - VALE TRANSPORTE, ,4.25,007,,688,928315S47082P17:40:00,Vale Transporte,-19.406288,-44.223434,928315S47082P17:40:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:00:00,1.0,1,0.0,7,2023-07-26160154018:06:34,200ME60164N91460,200ME60164N91460,2,,2023-07-26 18:06:34,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,18,casa,
-19.464642,-44.248062,2023-07-26,18:47:04,1608628,12169,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804622S47082P18:30:00,Vale Transporte,-19.421024,-44.2565,804622S47082P18:30:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:30:00,1.0,1,0.0,7,2023-07-26160862818:47:04,200ME60166N91460,200ME60166N91460,2,,2023-07-26 18:47:04,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,18,casa,
-19.46048,-44.241318,2023-07-26,21:29:18,162244,14107,URBANO - VALE TRANSPORTE, ,4.25,007,,688,775994S47082P21:10:00,Vale Transporte,-19.423012,-44.228386,775994S47082P21:10:006116063,,Noite,21:00:00,3.0,3,,7,2023-07-2616224421:29:18,200ME60172N91464,200ME60172N91464,2,,2023-07-26 21:29:18,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,21,casa,
-19.468281,-44.22147,2023-07-26,04:43:40,162932,1905,URBANO - EMPRESARIAL, ,0.0,004,,688,920878S47082P04:40:00,Gratuito Outros,-19.460054,-44.241131,920878S47082P04:40:006115875,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,04:30:00,25.0,3,0.0,7,2023-07-2616293204:43:40,200ME60192N91454,200ME60172N91464,1,,2023-07-26 04:43:40,2023-07-26 04:30:00,2023-07-27 04:29:59,6115875.0,6116065.0,04,transferencia,
-19.460054,-44.241131,2023-07-26,12:58:36,162932,16211,URBANO - EMPRESARIAL, ,0.0,001,,688,775952S47082P12:35:00,Gratuito Outros,-19.468281,-44.22147,775952S47082P12:35:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,12:30:00,3.0,3,0.0,7,2023-07-2616293212:58:36,200ME60172N91464,200ME60172N91464,2,,2023-07-26 12:58:36,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,12,casa,
-19.433008,-44.221233,2023-07-26,06:06:36,1635725415,16204,URBANO - VALE TRANSPORTE, ,4.25,006,,688,775868S47082P05:45:00,Vale Transporte,-19.469721,-44.257259,775868S47082P05:45:006116097,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,77.0,8,0.0,7,2023-07-26163572541506:06:36,200ME60194N91494,200ME60156N91454,1,,2023-07-26 06:06:36,2023-07-26 04:30:00,2023-07-27 04:29:59,6116097.0,6352730.0,06,trabalho,
-19.469721,-44.257259,2023-07-26,16:58:20,1635725415,14229,URBANO - VALE TRANSPORTE, ,4.25,006,,688,801288S47082P16:40:00,Vale Transporte,-19.433008,-44.221233,801288S47082P16:40:006352730,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,16:30:00,8.0,8,0.0,7,2023-07-26163572541516:58:20,200ME60156N91454,200ME60156N91454,2,,2023-07-26 16:58:20,2023-07-26 04:30:00,2023-07-27 04:29:59,6352730.0,6352730.0,16,casa,
-19.466673,-44.203953,2023-07-26,09:08:34,1636999991,1902,URBANO - VALE TRANSPORTE, ,4.25,004,,688,775890S47082P09:00:00,Vale Transporte,-19.468008,-44.246445,775890S47082P09:00:006350473,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,09:00:00,46.0,10,0.0,7,2023-07-26163699999109:08:34,200ME60212N91456,200ME60166N91456,1,,2023-07-26 09:08:34,2023-07-26 04:30:00,2023-07-27 04:29:59,6350473.0,6116077.0,09,trabalho,
-19.481997,-44.269192,2023-07-26,13:21:28,1637310151,16207,URBANO - VALE TRANSPORTE, ,0.52,007,,688,775994S47082P13:10:00,Vale Transporte,-19.460279,-44.241005,775994S47082P13:10:006352735,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,13:00:00,39.0,39,0.0,7,2023-07-26163731015113:21:28,200ME60142N91440,200ME60142N91440,2,,2023-07-26 13:21:28,2023-07-26 04:30:00,2023-07-27 04:29:59,6352735.0,6352735.0,13,casa,
-19.447966,-44.324501,2023-07-26,13:11:48,1637572887,16209,URBANO - SENIOR, ,0.0,012,,688,805176S47082P13:00:00,Gratuito Idoso,-19.46496,-44.243042,805176S47082P13:00:006419446,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,13:00:00,84.0,1,0.0,7,2023-07-26163757288713:11:48,200ME60086N91480,200ME60170N91458,1,,2023-07-26 13:11:48,2023-07-26 04:30:00,2023-07-27 04:29:59,6419446.0,,13,outros motivos,
-19.409456,-44.224571,2023-07-26,05:47:38,1637679127,16207,URBANO - VALE TRANSPORTE, ,4.25,007,,688,928315S47082P05:45:00,Vale Transporte,-19.460787,-44.240742,928315S47082P05:45:006115756,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,05:30:00,97.0,3,0.0,7,2023-07-26163767912705:47:38,200ME60192N91520,200ME60172N91464,1,,2023-07-26 05:47:38,2023-07-26 04:30:00,2023-07-27 04:29:59,6115756.0,6116422.0,05,trabalho,
-19.460186,-44.24155,2023-07-26,14:26:58,1637756167,14180,URBANO - VALE TRANSPORTE, ,4.25,034,,688,775916S47082P13:55:00,Vale Transporte,-19.464746,-44.248566,775916S47082P13:55:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,14:00:00,3.0,1,0.0,7,2023-07-26163775616714:26:58,200ME60172N91464,200ME60164N91460,1,,2023-07-26 14:26:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116216.0,14,outros motivos,
-19.464746,-44.248566,2023-07-26,17:18:00,1637756167,14201,URBANO - VALE TRANSPORTE, ,4.25,011,,688,803402S47082P17:10:00,Vale Transporte,-19.460186,-44.24155,803402S47082P17:10:006116216,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:00:00,1.0,1,0.0,7,2023-07-26163775616717:18:00,200ME60164N91460,200ME60164N91460,2,,2023-07-26 17:18:00,2023-07-26 04:30:00,2023-07-27 04:29:59,6116216.0,6116216.0,17,casa,
-19.464563,-44.247948,2023-07-26,17:17:36,1637809025,12011,URBANO - VALE TRANSPORTE, ,4.25,015,,688,775873S47082P16:35:00,Vale Transporte,-19.411419,-44.195835,775873S47082P16:35:006116517,,Pico Tarde,17:00:00,1.0,1,,7,2023-07-26163780902517:17:36,200ME60166N91460,200ME60166N91460,2,,2023-07-26 17:17:36,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,17,casa,
-19.464615,-44.247944,2023-07-26,18:04:30,1640482503,14221,URBANO - SENIOR, ,0.0,015,,688,803430S47082P17:31:00,Gratuito Idoso,-19.464882,-44.252609,803430S47082P17:31:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:00:00,1.0,1,0.0,7,2023-07-26164048250318:04:30,200ME60166N91460,200ME60166N91460,2,,2023-07-26 18:04:30,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116517.0,18,casa,
-19.46904,-44.256527,2023-07-26,16:49:30,1640823575,14016,URBANO - VALE TRANSPORTE, ,4.25,007,,688,775994S47082P16:40:00,Vale Transporte,-19.42156,-44.23082,775994S47082P16:40:006352730,,Pico Tarde,16:30:00,8.0,8,,7,2023-07-26164082357516:49:30,200ME60156N91454,200ME60156N91454,2,,2023-07-26 16:49:30,2023-07-26 04:30:00,2023-07-27 04:29:59,6352730.0,6352730.0,16,casa,
-19.459745,-44.241375,2023-07-26,06:17:10,1640916887,14230,URBANO - VALE TRANSPORTE, ,2.12,002,,688,2355752S47082P06:00:00,Vale Transporte,-19.481762,-44.264999,2355752S47082P06:00:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,3.0,39,0.0,7,2023-07-26164091688706:17:10,200ME60172N91464,200ME60146N91440,2,,2023-07-26 06:17:10,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116589.0,06,trabalho,
-19.481762,-44.264999,2023-07-26,18:22:00,1640916887,11143,URBANO - VALE TRANSPORTE, ,4.25,003,,688,800204S47082P18:15:00,Vale Transporte,-19.460499,-44.241344,800204S47082P18:15:006116589,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:00:00,39.0,3,0.0,7,2023-07-26164091688718:22:00,200ME60146N91440,200ME60172N91464,3,,2023-07-26 18:22:00,2023-07-26 04:30:00,2023-07-27 04:29:59,6116589.0,6116063.0,18,transferencia,
-19.460499,-44.241344,2023-07-26,18:50:58,1640916887,14217,URBANO - VALE TRANSPORTE, ,2.12,007,,688,928315S47082P18:15:00,Vale Transporte,-19.432983,-44.233292,928315S47082P18:15:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,18:30:00,3.0,3,0.0,7,2023-07-26164091688718:50:58,200ME60172N91464,200ME60172N91464,4,,2023-07-26 18:50:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116065.0,18,casa,
-19.41733,-44.245232,2023-07-26,17:36:36,1641081543,14231,URBANO - SENIOR, ,0.0,001,,688,775952S47082P17:35:00,Gratuito Idoso,-19.460674,-44.241199,775952S47082P17:35:006116394,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:30:00,81.0,3,0.0,7,2023-07-26164108154317:36:36,200ME60170N91512,200ME60172N91464,1,,2023-07-26 17:36:36,2023-07-26 04:30:00,2023-07-27 04:29:59,6116394.0,6116063.0,17,outros motivos,
-19.460674,-44.241199,2023-07-26,20:41:20,1641081543,16211,URBANO - SENIOR, ,0.0,001,,688,794441S47082P20:20:00,Gratuito Idoso,-19.41733,-44.245232,794441S47082P20:20:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,20:30:00,3.0,3,0.0,7,2023-07-26164108154320:41:20,200ME60172N91464,200ME60172N91464,2,,2023-07-26 20:41:20,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,20,casa,
-19.452635,-44.317436,2023-07-26,06:21:06,1641117847,1901,URBANO - VALE TRANSPORTE, ,4.25,012,,688,805178S47082P06:00:00,Vale Transporte,-19.466381,-44.253967,805178S47082P06:00:006419440,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,06:00:00,84.0,7,0.0,7,2023-07-26164111784706:21:06,200ME60094N91476,200ME60158N91458,1,,2023-07-26 06:21:06,2023-07-26 04:30:00,2023-07-27 04:29:59,6419440.0,6116025.0,06,transferencia,
-19.460062,-44.241123,2023-07-26,05:12:56,1641311655,12014,URBANO - VALE TRANSPORTE, ,2.12,007,,688,801299S47082P04:45:00,Vale Transporte,-19.478298,-44.218086,801299S47082P04:45:006116065,,Madrugada,05:00:00,3.0,44,,7,2023-07-26164131165505:12:56,200ME60172N91464,200ME60196N91442,1,,2023-07-26 05:12:56,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,,05,trabalho,
-19.469894,-44.257542,2023-07-26,05:51:06,1641506503,16212,URBANO - VALE TRANSPORTE, ,4.25,012,,688,805165S47082P05:40:00,Vale Transporte,-19.481226,-44.268524,805165S47082P05:40:006115890,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,05:30:00,20.0,39,0.0,7,2023-07-26164150650305:51:06,200ME60156N91454,200ME60144N91442,1,,2023-07-26 05:51:06,2023-07-26 04:30:00,2023-07-27 04:29:59,6115890.0,6352735.0,05,trabalho,
-19.481226,-44.268524,2023-07-26,16:07:44,1641506503,14227,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804622S47082P16:05:00,Vale Transporte,-19.464622,-44.248291,804622S47082P16:05:006352735,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,16:00:00,39.0,1,0.0,7,2023-07-26164150650316:07:44,200ME60144N91442,200ME60164N91460,2,,2023-07-26 16:07:44,2023-07-26 04:30:00,2023-07-27 04:29:59,6352735.0,6115898.0,16,outros motivos,
-19.45985,-44.241287,2023-07-26,17:54:34,1641663911,14231,URBANO - VALE TRANSPORTE, ,2.12,001,,688,775952S47082P17:35:00,Vale Transporte,-19.472328,-44.223816,775952S47082P17:35:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Tarde,17:30:00,3.0,10,0.0,7,2023-07-26164166391117:54:34,200ME60172N91464,200ME60172N91454,3,,2023-07-26 17:54:34,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116443.0,17,casa,
-19.419506,-44.229588,2023-07-26,07:13:34,1641831879,14189,URBANO - SENIOR, ,0.0,008,,688,775832S47082P07:10:00,Gratuito Idoso,-19.460302,-44.241051,775832S47082P07:10:006115941,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,07:00:00,98.0,3,0.0,7,2023-07-26164183187907:13:34,200ME60186N91508,200ME60172N91464,1,,2023-07-26 07:13:34,2023-07-26 04:30:00,2023-07-27 04:29:59,6115941.0,6116065.0,07,outros motivos,
-19.460302,-44.241051,2023-07-26,07:35:26,1641831879,14184,URBANO - SENIOR, ,0.0,035,,688,776023S47082P07:05:00,Gratuito Idoso,-19.419506,-44.229588,776023S47082P07:05:006116065,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,07:30:00,3.0,3,0.0,7,2023-07-26164183187907:35:26,200ME60172N91464,200ME60172N91464,2,,2023-07-26 07:35:26,2023-07-26 04:30:00,2023-07-27 04:29:59,6116065.0,6116065.0,07,casa,
-19.422125,-44.252796,2023-07-26,07:14:02,1641951303,14014,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804621S47082P07:10:00,Vale Transporte,-19.460814,-44.241138,804621S47082P07:10:006415517,,Pico Manhã,07:00:00,82.0,3,,7,2023-07-26164195130307:14:02,200ME60162N91506,200ME60172N91464,1,,2023-07-26 07:14:02,2023-07-26 04:30:00,2023-07-27 04:29:59,6415517.0,6116063.0,07,trabalho,
-19.460814,-44.241138,2023-07-26,20:42:54,1641951303,12169,URBANO - VALE TRANSPORTE, ,4.25,019,,688,804622S47082P20:25:00,Vale Transporte,-19.422125,-44.252796,804622S47082P20:25:006116063,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,20:30:00,3.0,3,0.0,7,2023-07-26164195130320:42:54,200ME60172N91464,200ME60172N91464,2,,2023-07-26 20:42:54,2023-07-26 04:30:00,2023-07-27 04:29:59,6116063.0,6116063.0,20,casa,
-19.453218,-44.323353,2023-07-26,05:13:44,1642107079,16209,URBANO - SENIOR, ,0.0,012,,688,805176S47082P05:20:00,Gratuito Idoso,-19.460688,-44.241261,805176S47082P05:20:006419442,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Madrugada,05:00:00,84.0,3,0.0,7,2023-07-26164210707905:13:44,200ME60088N91474,200ME60172N91464,1,,2023-07-26 05:13:44,2023-07-26 04:30:00,2023-07-27 04:29:59,6419442.0,,05,outros motivos,
-19.468283,-44.228481,2023-07-26,10:12:14,1642124535,16208,URBANO - SENIOR, ,0.0,004,,688,800229S47082P09:45:00,Gratuito Idoso,-19.46788,-44.244984,800229S47082P09:45:006350482,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Entre Pico,10:00:00,13.0,13,0.0,7,2023-07-26164212453510:12:14,200ME60186N91454,200ME60186N91454,2,,2023-07-26 10:12:14,2023-07-26 04:30:00,2023-07-27 04:29:59,6350482.0,6350482.0,10,casa,
-19.464392,-44.247826,2023-07-26,08:08:14,1642262407,16214,URBANO - VALE TRANSPORTE, ,4.25,034,,688,804634S47082P07:15:00,Vale Transporte,-19.414852,-44.174648,804634S47082P07:15:006116517,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Pico Manhã,08:00:00,1.0,105,0.0,7,2023-07-26164226240708:08:14,200ME60166N91460,200ME60244N91512,1,,2023-07-26 08:08:14,2023-07-26 04:30:00,2023-07-27 04:29:59,6116517.0,6116378.0,08,trabalho,
-19.414852,-44.174648,2023-07-26,19:34:08,1642262407,14191,URBANO - VALE TRANSPORTE, ,4.25,034,,688,775916S47082P19:30:00,Vale Transporte,-19.464392,-44.247826,775916S47082P19:30:006116378,Turi - Transp. Urbano Rodoviário e Intermunicipal ,Noite,19:30:00,105.0,105,0.0,7,2023-07-26164226240719:34:08,200ME60244N91512,200ME60244N91512,2,,2023-07-26 19:34:08,2023-07-26 04:30:00,2023-07-27 04:29:59,6116378.0,6116378.0,19,casa,
-19.477922,-44.26535,2023-07-26,07:15:58,1642283671,12014,URBANO - VALE TRANSPORTE, ,4.25,007,,688,775994S47082P07:05:00,Vale Transporte,-19.46027,-44.241043,775994S47082P07:05:006352734,,Pico Manhã,07:00:00,38.0,3,,7,2023-07-26164228367107:15:58,200ME60146N91446,200ME60172N91464,1,,2023-07-26 07:15:58,2023-07-26 04:30:00,2023-07-27 04:29:59,6352734.0,6116422.0,07,trabalho,
